OBJECTID,UNIQUEID,WORK_TYPE,WORK_SUBTYPE,DISPLAY_AGENCY,NUMBER_KEY,COMP_TYPE,COMP_TYPE_DESC,SUB_TYPE,SUB_TYPE_DESC,ENTERED_DATE,DATA_STATUS,DATA_STATUS_DISPLAY,STATUS_CLASS,STREET_NO,ADDR_FRACTION,STREET_DIRECTION,STREET_NAME,CITY_ID,X_COORD,Y_COORD,WFDB,URL,LAST_UPDATED,YN_ACTIVITY_REPORT,SE_ANNO_CAD_DATA,NEIGHBORHOOD,
6425960,,CODE ENFORCEMENT,Property Enforcement,Cincinnati Public Services,PSC2302754,CDPSCODE,Trash/Litter/Tall Grass Complaint,LITR-PRV,Litter private property,4/13/2023,REFABAND,Refer to Abandoned Property Program,OPEN,2934,    ,  ,SIDNEY AV                       ,CINC        ,1391362,420221,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=PSC2302754,7/11/2023,Y,,,
6426932,,CODE ENFORCEMENT,Building Enforcement,Cincinnati Buildings and Inspections,B202301043,CBHCODE ,Code Enforcement - Buildings with Residences,R CODES ,RES CODE STANDARD,2/1/2023,CLOSED  ,Closed,OPEN,563,    ,W ,LIBERTY ST                      ,CINC        ,1393680,411758,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=B202301043,7/11/2023,Y,,,
6428029,,CODE ENFORCEMENT,Building Enforcement,Cincinnati Buildings and Inspections,B202206776,CBHCODE ,Code Enforcement - Buildings with Residences,R CODES ,RES CODE STANDARD,12/27/2022,ORDERS  ,Orders Issued,OPEN,825,    ,  ,DAYTON ST                       ,CINC        ,1393134,413658,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=B202206776,7/11/2023,Y,,,
6433804,,CODE ENFORCEMENT,Zoning Enforcement,Cincinnati Buildings and Inspections,B202300554,CBHZONE ,Zoning Code Enforcement - Residential Uses,USE     ,RUN BUSINESS FM RES STNDRD,2/26/2023,CLOSED  ,Closed,OPEN,2321,    ,  ,ROHS ST                         ,CINC        ,1395024,416391,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=B202300554,7/12/2023,Y,,,
6435829,,CODE ENFORCEMENT,Zoning Enforcement,Cincinnati Buildings and Inspections,B202302562,CBHZONE ,Zoning Code Enforcement - Residential Uses,PARKING ,PARKING IN YARD STNDRD,6/29/2023,ORDERS  ,Orders Issued,OPEN,3331,    ,  ,WERK RD                         ,CINC        ,1368672,422531,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=B202302562,7/12/2023,Y,,,
6446683,,CODE ENFORCEMENT,Abandoned Vehicles,Cincinnati Health Dept,JV23000320,CJUNKV-H,Abandoned Vehicle Code Enforcement,CODE J  ,JUNK VEH ON PRIVATE PROP,4/25/2023,ABAT-OWN,Abated by the Owner,OPEN,226,    ,  ,FAIRBANKS AV                    ,CINC        ,1380236,404294,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=JV23000320,7/12/2023,Y,,,
6449107,,CODE ENFORCEMENT,Building Enforcement,Cincinnati Buildings and Inspections,B202301008,CBHCODE ,Code Enforcement - Buildings with Residences,R CODES ,RES CODE STANDARD,1/31/2023,CLOSED  ,Closed,OPEN,2702,    ,  ,EAST TOWER DR                   ,CINC        ,1374583,419207,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=B202301008,7/12/2023,Y,,,
6449980,,CODE ENFORCEMENT,Property Enforcement,Cincinnati Public Services,PSC2300930,CDPSCODE,Trash/Litter/Tall Grass Complaint,LITR-PRV,Litter private property,2/4/2023,REFABAND,Refer to Abandoned Property Program,OPEN,928,    ,  ,HAWTHORNE AV                    ,CINC        ,1383492,410179,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=PSC2300930,7/12/2023,Y,,,
6449983,,CODE ENFORCEMENT,Zoning Enforcement,Cincinnati Buildings and Inspections,B202300468,CBHZONE ,Zoning Code Enforcement - Residential Uses,PARKING ,PARKING IN YARD STNDRD,2/4/2023,CLOSED  ,Closed,OPEN,2579,    ,  ,MONTANA AV                      ,CINC        ,1378389,427406,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=B202300468,7/12/2023,Y,,,
6455008,,CODE ENFORCEMENT,Property Enforcement,Cincinnati Public Services,PSC2302758,CDPSCODE,Trash/Litter/Tall Grass Complaint,LITR-PRV,Litter private property,4/13/2023,REFABAND,Refer to Abandoned Property Program,OPEN,1220,    ,  ,LAIDLAW AV                      ,CINC        ,1408241,435157,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=PSC2302758,7/12/2023,Y,,,
6460362,,VACANT FORECLOSED PROPTY PROGRAM,Vacant Foreclosed Property Registrations,Cincinnati Buildings and Inspections,VFP2300170,CBHVFPR ,Vacant Foreclosed Property Registration,FORECLOS,FORECLOSED PROPERTY,5/23/2023,FORCLOSD,Occupied - Foreclosure Filed - Still Occupied,OPEN,4125,    ,  ,HEYWARD ST                      ,CINC        ,1377962,415517,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP2300170,7/12/2023,Y,,,
6460364,,CODE ENFORCEMENT,Building Enforcement,Cincinnati Buildings and Inspections,B202303685,CBHCODE ,Code Enforcement - Buildings with Residences,R CODES ,RES CODE STANDARD,6/21/2023,DUPLICAT,Duplicate Case,OPEN,6207,    ,  ,WOODLARK DR                     ,CINC        ,1432733,397818,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=B202303685,7/12/2023,Y,,,
6460366,,CODE ENFORCEMENT,Building Enforcement,Cincinnati Buildings and Inspections,B202303686,CBHCODE ,Code Enforcement - Buildings with Residences,TREE_S  ,TREE ON PRIV PROP STANDARD,6/21/2023,ORDERS  ,Orders Issued,OPEN,6033,    ,  ,WALDWAY LN                      ,CINC        ,1393174,443529,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=B202303686,7/12/2023,Y,,,
6460390,,CODE ENFORCEMENT,Property Enforcement,Cincinnati Public Services,PSA2300959,CDPSCLN ,Trash/Litter/Tall Grass Cleaning,TLGR-PRV,Tall grass/weeds private prop,6/22/2023,NEW     ,New,OPEN,1008,    ,  ,PARKSON PL                      ,CINC        ,1384190,410998,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=PSA2300959,7/12/2023,Y,,,
6460392,,CODE ENFORCEMENT,Property Enforcement,Cincinnati Public Services,PSA2300962,CDPSCLN ,Trash/Litter/Tall Grass Cleaning,TLGR-PRV,Tall grass/weeds private prop,6/22/2023,NEW     ,New,OPEN,2551,    ,  ,RING PL                         ,CINC        ,1384544,411453,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=PSA2300962,7/12/2023,Y,,,
6461502,,CODE ENFORCEMENT,Property Enforcement,Cincinnati Public Services,PSC2306418,CDPSCODE,Trash/Litter/Tall Grass Complaint,TLGR-PRV,Tall grass/weeds private prop,6/27/2023,CITATION,Citation Issued,OPEN,2911,    ,  ,GLENWAY AV                      ,CINC        ,1384430,411990,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=PSC2306418,7/12/2023,Y,,,
6461968,,CODE ENFORCEMENT,Building Enforcement,Cincinnati Buildings and Inspections,B202300060,CBHCODE ,Code Enforcement - Buildings with Residences,TREE_S  ,TREE ON PRIV PROP STANDARD,1/2/2023,CLOSED  ,Closed,OPEN,705,    ,  ,GRAND AV                        ,CINC        ,1383500,408727,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=B202300060,7/12/2023,Y,,,
6462506,,CODE ENFORCEMENT,Abandoned Vehicles,Cincinnati Health Dept,JV22001000,CJUNKV-H,Abandoned Vehicle Code Enforcement,CODE J  ,JUNK VEH ON PRIVATE PROP,12/29/2022,ABAT-OWN,Abated by the Owner,OPEN,277,    ,  ,WORTMAN ST                      ,CINC        ,1422723,410557,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=JV22001000,7/12/2023,Y,,,
6462981,,CODE ENFORCEMENT,Abandoned Vehicles,Cincinnati Health Dept,JV23000062,CJUNKV-H,Abandoned Vehicle Code Enforcement,CODE J  ,JUNK VEH ON PRIVATE PROP,1/24/2023,INTAKE  ,Intake - New Case,OPEN,2562,    ,  ,WOODBURN AV                     ,CINC        ,1407289,416627,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=JV23000062,7/12/2023,Y,,,
6463248,,CODE ENF / INSPECTION,Building Enforcement,Cincinnati Health Dept,CHCE232050,CHENCODE,Health Environmental Code Enforcement,MICE_BLD,Mice building has mice,6/20/2023,PHNCALL ,PHNCALL ,OPEN,1860,    ,  ,SUNSET AV                       ,CINC        ,1378650,416380,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=CHCE232050,7/12/2023,Y,,,
6463265,,CODE ENF / INSPECTION,Building Enforcement,Cincinnati Health Dept,CHCE232051,CHENCODE,Health Environmental Code Enforcement,MOLD    ,Mold building or apartment,6/20/2023,ORDERS1 ,Orders Issued,OPEN,1860,    ,  ,SUNSET AV                       ,CINC        ,1378650,416380,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=CHCE232051,7/20/2023,Y,,,
6463497,,INSPECTION,Building Enforcement,Cincinnati Buildings and Inspections,BF23000050,CBHFACFE,Building Facade and Fire Escape Inspections,FIRE_ESC,FIRE ESCAPE CERTIFICATION,2/27/2023,ORDERS  ,Orders Issued,OPEN,562,    ,  ,HALE AV                         ,CINC        ,1402690,421630,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=BF23000050,7/12/2023,N,,,
6463991,,CODE ENFORCEMENT,Building Enforcement,Cincinnati Buildings and Inspections,BC20230269,CBHCODEC,Code Enforcement - Commercial Buildings,C CODES ,COMM CODE STANDARD,4/26/2023,CLOSED  ,Closed,OPEN,2415,    ,  ,BEEKMAN ST                      ,CINC        ,1388306,417106,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=BC20230269,7/12/2023,Y,,,
6464241,,CODE ENFORCEMENT,Building Enforcement,Cincinnati Buildings and Inspections,B202300996,CBHCODE ,Code Enforcement - Buildings with Residences,TREE_S  ,TREE ON PRIV PROP STANDARD,1/30/2023,DUPLICAT,Duplicate Case,OPEN,4000,    ,  ,EILEEN DR                       ,CINC        ,1419032,425495,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=B202300996,7/12/2023,Y,,,
6464243,,CODE ENFORCEMENT,Vacated and Condemned Buildings,Cincinnati Buildings and Inspections,B202300997,CBHCODE ,Code Enforcement - Buildings with Residences,VACANT  ,VACANT RES BLDG-BARRC PRIORITY,1/30/2023,CLOSED  ,Closed,OPEN,2795,    ,  ,REDFIELD PL                     ,CINC        ,1432194,408799,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=B202300997,7/12/2023,Y,,,
6409323,,CODE ENFORCEMENT,Vacated and Condemned Buildings,Cincinnati Buildings and Inspections,B202300236,CBHCODE ,Code Enforcement - Buildings with Residences,VACANT  ,VACANT RES BLDG-BARRC PRIORITY,1/4/2023,ORDERS  ,Orders Issued,OPEN,3014,    ,  ,MCHENRY AV                      ,CINC        ,1378558,422425,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=B202300236,7/11/2023,Y,,,
6410360,,VACANT FORECLOSED PROPTY PROGRAM,Vacant Foreclosed Property Registrations,Cincinnati Buildings and Inspections,VFP2300161,CBHVFPR ,Vacant Foreclosed Property Registration,FORECLOS,FORECLOSED PROPERTY,5/11/2023,FORCLOSD,Occupied - Foreclosure Filed - Still Occupied,OPEN,5259,    ,  ,COLERAIN AV                     ,CINC        ,1382015,438604,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP2300161,7/11/2023,Y,,,
6410361,,VACANT FORECLOSED PROPTY PROGRAM,Vacant Foreclosed Property Registrations,Cincinnati Buildings and Inspections,VFP2300162,CBHVFPR ,Vacant Foreclosed Property Registration,FORECLOS,FORECLOSED PROPERTY,5/11/2023,FORCLOSD,Occupied - Foreclosure Filed - Still Occupied,OPEN,245,    ,  ,BAXTER AV                       ,CINC        ,1400262,425186,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP2300162,7/11/2023,Y,,,
6410362,,VACANT FORECLOSED PROPTY PROGRAM,Vacant Foreclosed Property Registrations,Cincinnati Buildings and Inspections,VFP2300163,CBHVFPR ,Vacant Foreclosed Property Registration,FORECLOS,FORECLOSED PROPERTY,5/11/2023,FORCLOSD,Occupied - Foreclosure Filed - Still Occupied,OPEN,6055,    ,  ,HEIS TER                        ,CINC        ,1431175,399427,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP2300163,7/11/2023,Y,,,
6411355,,CODE ENFORCEMENT,Building Enforcement,Cincinnati Buildings and Inspections,B202206812,CBHCODE ,Code Enforcement - Buildings with Residences,R CODES ,RES CODE STANDARD,12/28/2022,CIVIL1  ,Civil Citation Issued - Level 1,OPEN,6246,    ,  ,JOYCE LN                        ,CINC        ,1412990,438398,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=B202206812,7/11/2023,Y,,,
6414308,,CODE ENFORCEMENT,Building Enforcement,Cincinnati Buildings and Inspections,B202303278,CBHCODE ,Code Enforcement - Buildings with Residences,R CODES ,RES CODE STANDARD,6/2/2023,DUPLICAT,Duplicate Case,OPEN,962,    ,  ,MCPHERSON AV                    ,CINC        ,1381076,410847,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=B202303278,7/11/2023,Y,,,
6415329,,VACANT FORECLOSED PROPTY PROGRAM,Vacant Foreclosed Property Registrations,Cincinnati Buildings and Inspections,VFP2300168,CBHVFPR ,Vacant Foreclosed Property Registration,FORECLOS,FORECLOSED PROPERTY,5/18/2023,REGISTRD,Vacant - Registered Vacant,OPEN,1220,    ,  ,PADDOCK HILLS AV                ,CINC        ,1407673,430372,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP2300168,7/11/2023,Y,,,
6422126,,CODE ENFORCEMENT,Building Enforcement,Cincinnati Buildings and Inspections,B202300246,CBHCODE ,Code Enforcement - Buildings with Residences,R CODES ,RES CODE STANDARD,1/5/2023,CLOSED  ,Closed,OPEN,606,    ,  ,STRAND LN                       ,CINC        ,1398280,439090,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=B202300246,7/11/2023,Y,,,
6422127,,CODE ENFORCEMENT,Building Enforcement,Cincinnati Buildings and Inspections,B202300247,CBHCODE ,Code Enforcement - Buildings with Residences,R CODES ,RES CODE STANDARD,1/5/2023,ORDERS  ,Orders Issued,OPEN,2908,    ,  ,ALMS PL                         ,CINC        ,1405811,418224,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=B202300247,7/11/2023,Y,,,
6425045,,CODE ENFORCEMENT,Abandoned Vehicles,Cincinnati Health Dept,JV23000596,CJUNKV-H,Abandoned Vehicle Code Enforcement,CODE J  ,JUNK VEH ON PRIVATE PROP,7/11/2023,NOV 511 ,Notice of Violation,OPEN,1651,    ,  ,ATSON LN                        ,CINC        ,1380378,413972,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=JV23000596,7/13/2023,Y,,,
6431937,,CODE ENFORCEMENT,Abandoned Vehicles,Cincinnati Health Dept,JV23000349,CJUNKV-H,Abandoned Vehicle Code Enforcement,CODE J  ,JUNK VEH ON PRIVATE PROP,5/2/2023,DUPCOMP ,Duplicate Case,OPEN,1614,    ,  ,YONKERS AV                      ,CINC        ,1387054,421758,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=JV23000349,7/12/2023,Y,,,
6431939,,CODE ENFORCEMENT,Abandoned Vehicles,Cincinnati Health Dept,JV23000351,CJUNKV-H,Abandoned Vehicle Code Enforcement,CODE J  ,JUNK VEH ON PRIVATE PROP,5/2/2023,CLOSED  ,Closed,OPEN,5408,    ,  ,RAVENNA ST                      ,CINC        ,1431656,430058,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=JV23000351,7/12/2023,Y,,,
6434864,,CODE ENFORCEMENT,Abandoned Vehicles,Cincinnati Health Dept,JV23000502,CJUNKV-H,Abandoned Vehicle Code Enforcement,511.31  ,Access to Veh Undr 511.31,6/11/2023,CLOS-NO ,Closed - No Violation,OPEN,3068,    ,  ,BEEKMAN ST                      ,CINC        ,1387334,421842,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=JV23000502,7/12/2023,Y,,,
6435881,,CODE ENF / INSPECTION,Building Enforcement,Cincinnati Health Dept,CHCE232145,CHENCODE,Health Environmental Code Enforcement,MICE_BLD,Mice building has mice,6/29/2023,ORDERS1 ,Orders Issued,OPEN,3205,    ,  ,MAYRIDGE CT                     ,CINC        ,1370340,423462,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=CHCE232145,7/12/2023,Y,,,
6437823,,CODE ENFORCEMENT,Abandoned Vehicles,Cincinnati Health Dept,JV23000580,CJUNKV-H,Abandoned Vehicle Code Enforcement,CODE J  ,JUNK VEH ON PRIVATE PROP,7/6/2023,CLOS-NO ,Closed - No Violation,OPEN,3029,    ,  ,THERESA ST                      ,CINC        ,1383727,413465,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=JV23000580,7/12/2023,Y,,,
6449152,,CODE ENF / INSPECTION,Building Enforcement,Cincinnati Health Dept,CHCE231006,CHENCODE,Health Environmental Code Enforcement,SCHOOL I,School inspectn-annual/routin,2/27/2023,NEW     ,Intake - New Case,OPEN,125,    ,W ,NORTH BEND RD                   ,CINC        ,1407650,442410,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=CHCE231006,7/12/2023,Y,,,
6449169,,CODE ENF / INSPECTION,Building Enforcement,Cincinnati Health Dept,CHCE231011,CHENCODE,Health Environmental Code Enforcement,SCHOOL I,School inspectn-annual/routin,2/27/2023,NEW     ,Intake - New Case,OPEN,6277,    ,  ,COLLEGEVUE PL                   ,CINC        ,1386153,445872,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=CHCE231011,7/12/2023,Y,,,
6449174,,CODE ENF / INSPECTION,Building Enforcement,Cincinnati Health Dept,CHCE231042,CHENCODE,Health Environmental Code Enforcement,SCHOOL I,School inspectn-annual/routin,2/27/2023,NEW     ,Intake - New Case,OPEN,3123,    ,  ,MOZART AV                       ,CINC        ,1371840,426994,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=CHCE231042,7/12/2023,Y,,,
6461820,,CODE ENFORCEMENT,Building Enforcement,Cincinnati Buildings and Inspections,BC20230277,CBHCODEC,Code Enforcement - Commercial Buildings,C CODES ,COMM CODE STANDARD,4/30/2023,CLOSED  ,Closed,OPEN,3644,    ,  ,WARSAW AV                       ,CINC        ,1380521,411289,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=BC20230277,7/12/2023,Y,,,
6462087,,CODE ENFORCEMENT,Building Enforcement,Cincinnati Buildings and Inspections,B202206817,CBHCODE ,Code Enforcement - Buildings with Residences,R CODES ,RES CODE STANDARD,12/29/2022,ORDERS  ,Orders Issued,OPEN,3137,    ,  ,GOBEL AV                        ,CINC        ,1377696,423690,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=B202206817,7/12/2023,Y,,,
6463073,,CODE ENFORCEMENT,Abandoned Vehicles,Cincinnati Health Dept,JV23000239,CJUNKV-H,Abandoned Vehicle Code Enforcement,511.31  ,Access to Veh Undr 511.31,3/27/2023,TOW     ,Referred for Towing to Impound Lot,OPEN,2598,    ,  ,ST LEO PL                       ,CINC        ,1385186,419733,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=JV23000239,7/12/2023,Y,,,
6465335,,CODE ENFORCEMENT,Building Enforcement,Cincinnati Buildings and Inspections,B202303229,CBHCODE ,Code Enforcement - Buildings with Residences,R CODES ,RES CODE STANDARD,5/26/2023,CLOSED  ,Closed,OPEN,3734,    ,  ,ANDREW AV                       ,CINC        ,1418901,423174,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=B202303229,7/12/2023,Y,,,
6465409,,CODE ENF / INSPECTION,Building Enforcement,Cincinnati Health Dept,CHCE232105,CHENCODE,Health Environmental Code Enforcement,ROACHES ,Roaches - bldg or apartment,6/27/2023,PHNCALL ,PHNCALL ,OPEN,1582,    ,  ,CREST HILL AV                   ,CINC        ,1412944,444918,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=CHCE232105,7/12/2023,Y,,,
6465410,,CODE ENF / INSPECTION,Building Enforcement,Cincinnati Health Dept,CHCE232106,CHENCODE,Health Environmental Code Enforcement,MOLD    ,Mold building or apartment,6/27/2023,ORDERS1 ,Orders Issued,OPEN,2435,    ,  ,NOTTINGHAM RD                   ,CINC        ,1384180,427911,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=CHCE232106,7/12/2023,Y,,,
6465420,,CODE ENFORCEMENT,Property Enforcement,Cincinnati Public Services,PSC2300407,CDPSCODE,Trash/Litter/Tall Grass Complaint,TLGR-PRV,Tall grass/weeds private prop,1/9/2023,REFABAND,Refer to Abandoned Property Program,OPEN,2629,    ,  ,HALSTEAD ST                     ,CINC        ,1392165,417977,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=PSC2300407,7/12/2023,Y,,,
6465441,,CODE ENFORCEMENT,Property Enforcement,Cincinnati Public Services,PSC2300411,CDPSCODE,Trash/Litter/Tall Grass Complaint,TLGR-PRV,Tall grass/weeds private prop,1/9/2023,REFABAND,Refer to Abandoned Property Program,OPEN,2518,    ,  ,ADDISON ST                      ,CINC        ,1391902,417274,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=PSC2300411,7/12/2023,Y,,,
6465628,,CODE ENFORCEMENT,Building Enforcement,Cincinnati Buildings and Inspections,B202302248,CBHCODE ,Code Enforcement - Buildings with Residences,R CODES ,RES CODE STANDARD,4/11/2023,CLOSED  ,Closed,OPEN,2808,    ,  ,BURKHART AV                     ,CINC        ,1420062,437937,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=B202302248,7/12/2023,Y,,,
6465765,,CODE ENFORCEMENT,Property Enforcement,Cincinnati Public Services,PSC2306399,CDPSCODE,Trash/Litter/Tall Grass Complaint,TLGR-PRV,Tall grass/weeds private prop,6/27/2023,REFABAND,Refer to Abandoned Property Program,OPEN,2635,    ,  ,CORA AV                         ,CINC        ,1378674,420459,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=PSC2306399,7/18/2023,Y,,,
6415344,,CODE ENFORCEMENT,Property Enforcement,Cincinnati Public Services,PSC2306942,CDPSCODE,Trash/Litter/Tall Grass Complaint,TLGR-PRV,Tall grass/weeds private prop,7/9/2023,CITATION,Citation Issued,OPEN,836,    ,  ,GLENWOOD AV                     ,CINC        ,1404961,424305,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=PSC2306942,7/11/2023,Y,,,
6415400,,INSPECTION,Building Enforcement,Cincinnati Buildings and Inspections,BF23000481,CBHFACFE,Building Facade and Fire Escape Inspections,FIRE_ESC,FIRE ESCAPE CERTIFICATION,5/17/2023,ORDERS  ,Orders Issued,OPEN,211,    ,W ,4TH ST                          ,CINC        ,1396310,406766,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=BF23000481,7/11/2023,N,,,
6416295,,CODE ENFORCEMENT,Property Enforcement,Cincinnati Public Services,PSA2300877,CDPSCLN ,Trash/Litter/Tall Grass Cleaning,TLGR-PRV,Tall grass/weeds private prop,6/12/2023,NEW     ,New,OPEN,3843,    ,  ,HERRON AV                       ,CINC        ,1386322,428181,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=PSA2300877,7/11/2023,Y,,,
6416334,,CODE ENFORCEMENT,Building Enforcement,Cincinnati Buildings and Inspections,B202304252,CBHCODE ,Code Enforcement - Buildings with Residences,R CODES ,RES CODE STANDARD,7/11/2023,ORDERS  ,Orders Issued,OPEN,2416,    ,  ,MARYLAND AV                     ,CINC        ,1385369,408899,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=B202304252,7/13/2023,Y,,,
6427076,,CODE ENFORCEMENT,Abandoned Vehicles,Cincinnati Health Dept,JV23000315,CJUNKV-H,Abandoned Vehicle Code Enforcement,CODE J  ,JUNK VEH ON PRIVATE PROP,4/23/2023,CLOS-NO ,Closed - No Violation,OPEN,755,    ,  ,SEDAM ST                        ,CINC        ,1380362,404406,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=JV23000315,7/11/2023,Y,,,
6431983,,CODE ENFORCEMENT,Property Enforcement,Cincinnati Public Services,PSC2306155,CDPSCODE,Trash/Litter/Tall Grass Complaint,TLGR-PRV,Tall grass/weeds private prop,6/20/2023,REFABAND,Refer to Abandoned Property Program,OPEN,422,    ,  ,BAUER AV                        ,CINC        ,1394373,411779,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=PSC2306155,7/18/2023,Y,,,
6450112,,CODE ENFORCEMENT,Building Enforcement,Cincinnati Buildings and Inspections,BC20230417,CBHCODEC,Code Enforcement - Commercial Buildings,C CODES ,COMM CODE STANDARD,3/28/2023,CIVIL2  ,Civil Citation Issued - Level 2,OPEN,6700,    ,  ,VINE ST                         ,CINC        ,1406552,440023,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=BC20230417,7/12/2023,Y,,,
6462873,,CODE ENFORCEMENT,Building Enforcement,Cincinnati Buildings and Inspections,B202206576,CBHCODE ,Code Enforcement - Buildings with Residences,R CODES ,RES CODE STANDARD,12/14/2022,ORDERS  ,Orders Issued,OPEN,1713,    ,  ,PULTE ST                        ,CINC        ,1386821,420410,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=B202206576,7/12/2023,Y,,,
6463084,,CODE ENFORCEMENT,Building Enforcement,Cincinnati Buildings and Inspections,BC20230414,CBHCODEC,Code Enforcement - Commercial Buildings,C CODES ,COMM CODE STANDARD,3/27/2023,CLOSED  ,Closed,OPEN,914,    ,  ,MAIN ST                         ,CINC        ,1397953,409288,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=BC20230414,7/12/2023,Y,,,
6463085,,CODE ENFORCEMENT,Vacated and Condemned Buildings,Cincinnati Buildings and Inspections,BC20230415,CBHCODEC,Code Enforcement - Commercial Buildings,VACANT  ,VACANT COMM BLDG-BARRC,3/27/2023,ORDERS  ,Orders Issued,OPEN,33,    ,W ,4TH ST                          ,CINC        ,1396970,406866,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=BC20230415,7/12/2023,Y,,,
6463337,,CODE ENFORCEMENT,Building Enforcement,Cincinnati Buildings and Inspections,BC20230001,CBHCODEC,Code Enforcement - Commercial Buildings,C CODES ,COMM CODE STANDARD,12/31/2022,CLOSED  ,Closed,OPEN,6900,    ,  ,STEGER DR                       ,CINC        ,1409839,439609,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=BC20230001,7/12/2023,Y,,,
